CustomerID,Recency,Frequency,Monetary,R,F,M,Cluster,RFM,Segment
14198,19,6,106.74999999999999,3,2,2,0,322,Potential Loyalist
14201,61,7,113.18,2,2,2,1,222,Need Attention
14204,3,11,45.6,3,2,1,0,321,Potential Loyalist
14205,17,6,113.7,3,2,2,0,322,Potential Loyalist
14206,240,3,56.99999999999999,1,1,1,2,111,At Risk
14208,95,1,10.5,1,1,1,2,111,At Risk
14209,122,7,119.75,1,2,2,1,122,Need Attention
14210,106,22,397.0400000000001,1,3,3,1,133,Need Attention
14211,54,16,299.82,2,3,3,1,233,Need Attention
14212,90,3,339.4,2,1,3,1,213,Need Attention
14214,171,11,196.58999999999997,1,2,2,1,122,Need Attention
14215,12,18,311.25,3,3,3,3,333,Loyal Customers
14216,4,10,276.86,3,2,3,0,323,Potential Loyalist
14217,12,30,595.53,3,3,3,3,333,Loyal Customers
14218,43,4,54.56,2,1,1,2,211,At Risk
14219,5,1,4.68,3,1,1,2,311,At Risk
14220,248,8,307.2,1,2,3,1,123,Need Attention
14221,43,33,588.7900000000001,2,3,3,3,233,Loyal Customers
14222,178,13,212.21999999999997,1,2,2,1,122,Need Attention
14223,93,8,111.91999999999999,1,2,2,1,122,Need Attention
14224,111,22,214.72999999999996,1,3,2,1,132,Need Attention
14226,30,13,461.20000000000005,2,2,3,3,223,Loyal Customers
14227,27,33,677.8799999999997,3,3,3,3,333,Loyal Customers
14229,52,8,313.98,2,2,3,1,223,Need Attention
14231,184,11,164.62,1,2,2,1,122,Need Attention
14232,43,23,475.26,2,3,3,3,233,Loyal Customers
14233,50,6,174.76,2,2,2,1,222,Need Attention
14234,31,35,182.75000000000003,2,3,2,3,232,Loyal Customers
14235,158,17,701.48,1,3,3,1,133,Need Attention
14236,81,3,33.839999999999996,2,1,1,2,211,At Risk
14239,44,21,507.05999999999995,2,3,3,3,233,Loyal Customers
14240,31,5,80.16,2,1,2,0,212,Potential Loyalist
14241,184,3,94.60000000000001,1,1,2,2,112,At Risk
14242,235,2,34.55,1,1,1,2,111,At Risk
14243,9,20,325.23,3,3,3,3,333,Loyal Customers
14245,220,20,298.72,1,3,3,1,133,Need Attention
14246,111,12,233.14,1,2,2,1,122,Need Attention
14247,279,4,21.799999999999997,1,1,1,2,111,At Risk
14248,319,3,43.379999999999995,1,1,1,2,111,At Risk
14250,8,20,365.54,3,3,3,3,333,Loyal Customers
14251,2,14,537.0,3,2,3,3,323,Loyal Customers
14256,261,17,301.3,1,3,3,1,133,Need Attention
14257,124,18,358.75,1,3,3,1,133,Need Attention
14258,90,22,2687.34,2,3,3,3,233,Loyal Customers
14259,142,1,15.9,1,1,1,2,111,At Risk
14261,51,8,256.5,2,2,3,1,223,Need Attention
14262,9,22,482.82,3,3,3,3,333,Loyal Customers
14264,155,4,79.7,1,1,2,2,112,At Risk
14267,163,10,311.68,1,2,3,1,123,Need Attention
14270,332,6,111.30000000000001,1,2,2,1,122,Need Attention
14271,226,1,11.9,1,1,1,2,111,At Risk
14272,74,7,86.30000000000001,2,2,2,1,222,Need Attention
14273,137,2,35.099999999999994,1,1,1,2,111,At Risk
14276,99,12,212.66,1,2,2,1,122,Need Attention
14280,197,2,20.94,1,1,1,2,111,At Risk
14282,4,36,781.2200000000001,3,3,3,3,333,Loyal Customers
14284,31,6,109.44999999999999,2,2,2,0,222,Potential Loyalist
14285,22,4,199.92000000000002,3,1,2,0,312,Potential Loyalist
14286,24,64,1011.7599999999998,3,3,3,3,333,Loyal Customers
14287,9,2,35.400000000000006,3,1,1,0,311,Potential Loyalist
14288,214,4,80.7,1,1,2,2,112,At Risk
14289,9,8,178.20000000000002,3,2,2,0,322,Potential Loyalist
14290,12,26,648.19,3,3,3,3,333,Loyal Customers
14291,2,57,1054.14,3,3,3,3,333,Loyal Customers
14292,8,19,793.6800000000002,3,3,3,3,333,Loyal Customers
14293,4,5,84.36,3,1,2,0,312,Potential Loyalist
14295,41,2,50.400000000000006,2,1,1,2,211,At Risk
14297,18,13,283.21000000000004,3,2,3,0,323,Potential Loyalist
14298,9,325,9798.260000000002,3,3,3,3,333,Loyal Customers
14299,9,24,542.56,3,3,3,3,333,Loyal Customers
14301,118,2,168.12,1,1,2,2,112,At Risk
14304,223,5,96.5,1,1,2,1,112,Need Attention
14305,72,19,364.6300000000001,2,3,3,1,233,Need Attention
14306,52,3,208.5,2,1,2,1,212,Need Attention
14307,89,34,566.8300000000002,2,3,3,1,233,Need Attention
14309,9,27,671.67,3,3,3,3,333,Loyal Customers
14311,243,6,96.55000000000001,1,2,2,1,122,Need Attention
14312,47,16,262.53999999999996,2,3,3,1,233,Need Attention
14314,107,1,9.120000000000001,1,1,1,2,111,At Risk
14315,45,25,647.35,2,3,3,3,233,Loyal Customers
14317,65,6,142.38,2,2,2,1,222,Need Attention
14320,333,7,93.09,1,2,2,1,122,Need Attention
14321,11,24,271.9200000000001,3,3,3,3,333,Loyal Customers
14323,115,13,208.07999999999998,1,2,2,1,122,Need Attention
14326,243,2,40.2,1,1,1,2,111,At Risk
14327,164,4,90.19999999999999,1,1,2,1,112,Need Attention
14329,18,46,967.28,3,3,3,3,333,Loyal Customers
14331,136,4,58.379999999999995,1,1,1,2,111,At Risk
14332,23,7,84.36,3,2,2,0,322,Potential Loyalist
14333,68,2,29.1,2,1,1,2,211,At Risk
14334,94,35,596.56,1,3,3,1,133,Need Attention
14336,17,17,342.81999999999994,3,3,3,3,333,Loyal Customers
14338,197,3,59.6,1,1,1,2,111,At Risk
14339,243,4,116.1,1,1,2,1,112,Need Attention
14340,219,3,65.4,1,1,1,2,111,At Risk
14341,46,23,363.0300000000001,2,3,3,1,233,Need Attention
14342,22,5,169.56,3,1,2,0,312,Potential Loyalist
14344,128,9,67.94,1,2,1,1,121,Need Attention
14345,39,2,32.85,2,1,1,2,211,At Risk
14346,121,13,274.36,1,2,3,1,123,Need Attention
14348,261,3,47.7,1,1,1,2,111,At Risk
14349,11,8,25.49,3,2,1,0,321,Potential Loyalist
14350,275,3,31.86,1,1,1,2,111,At Risk
14351,165,1,51.0,1,1,1,2,111,At Risk
14352,235,8,236.60000000000002,1,2,2,1,122,Need Attention
14353,216,2,18.9,1,1,1,2,111,At Risk
14354,6,3,48.599999999999994,3,1,1,0,311,Potential Loyalist
14356,80,9,138.47,2,2,2,1,222,Need Attention
14357,44,5,25.25,2,1,1,2,211,At Risk
14359,20,11,189.3,3,2,2,0,322,Potential Loyalist
14360,32,32,675.6999999999999,2,3,3,3,233,Loyal Customers
14362,23,9,36.8,3,2,1,0,321,Potential Loyalist
14364,135,18,1066.0,1,3,3,1,133,Need Attention
14367,9,114,1913.4100000000008,3,3,3,3,333,Loyal Customers
14368,320,1,17.0,1,1,1,2,111,At Risk
14371,296,1,26.099999999999998,1,1,1,2,111,At Risk
14373,359,1,24.95,1,1,1,2,111,At Risk
14375,186,22,87.09999999999998,1,3,2,1,132,Need Attention
14377,192,3,115.85,1,1,2,2,112,At Risk
14379,45,9,80.97,2,2,2,0,222,Potential Loyalist
14381,53,11,40.2,2,2,1,1,221,Need Attention
14382,27,28,176.65000000000003,3,3,2,0,332,Potential Loyalist
14383,39,12,348.02,2,2,3,1,223,Need Attention
14385,10,4,71.05,3,1,1,0,311,Potential Loyalist
14386,297,2,27.900000000000002,1,1,1,2,111,At Risk
14387,33,26,368.12999999999994,2,3,3,3,233,Loyal Customers
14388,11,35,588.69,3,3,3,3,333,Loyal Customers
14389,66,11,220.10000000000002,2,2,2,1,222,Need Attention
14390,11,51,917.61,3,3,3,3,333,Loyal Customers
14393,219,2,29.75,1,1,1,2,111,At Risk
14395,3,67,682.0499999999998,3,3,3,3,333,Loyal Customers
14396,66,8,110.52,2,2,2,1,222,Need Attention
14397,3,21,498.9799999999999,3,3,3,3,333,Loyal Customers
14400,150,4,153.14000000000001,1,1,2,1,112,Need Attention
14401,5,38,805.9600000000002,3,3,3,3,333,Loyal Customers
14403,218,6,546.8100000000001,1,2,3,1,123,Need Attention
14404,34,15,205.01,2,2,2,0,222,Potential Loyalist
14406,120,1,15.299999999999999,1,1,1,2,111,At Risk
14407,108,12,471.99000000000007,1,2,3,1,123,Need Attention
14408,11,21,589.4200000000001,3,3,3,3,333,Loyal Customers
14409,72,11,324.40999999999997,2,2,3,1,223,Need Attention
14410,93,36,257.50999999999993,1,3,3,1,133,Need Attention
14411,311,3,286.20000000000005,1,1,3,1,113,Need Attention
14412,43,9,114.13000000000001,2,2,2,1,222,Need Attention
14413,363,3,14.45,1,1,1,2,111,At Risk
14414,92,25,347.46000000000004,1,3,3,1,133,Need Attention
14415,2,102,1044.5500000000002,3,3,3,3,333,Loyal Customers
14416,43,2,36.1,2,1,1,2,211,At Risk
14418,4,29,499.5899999999999,3,3,3,3,333,Loyal Customers
14419,11,37,202.56999999999996,3,3,2,3,332,Loyal Customers
14420,100,4,48.36,1,1,1,2,111,At Risk
14421,58,7,197.37,2,2,2,1,222,Need Attention
14422,1,46,829.72,3,3,3,3,333,Loyal Customers
14426,24,55,1046.6200000000003,3,3,3,3,333,Loyal Customers
14427,64,6,99.58000000000001,2,2,2,1,222,Need Attention
14428,8,23,218.89000000000004,3,3,2,3,332,Loyal Customers
14431,303,2,43.2,1,1,1,2,111,At Risk
14432,10,92,515.1799999999995,3,3,3,3,333,Loyal Customers
14434,38,1,69.6,2,1,1,2,211,At Risk
14436,99,1,9.48,1,1,1,2,111,At Risk
14438,307,3,47.5,1,1,1,2,111,At Risk
14440,9,10,412.73999999999995,3,2,3,0,323,Potential Loyalist
14441,1,12,466.64,3,2,3,3,323,Loyal Customers
14443,54,20,314.27,2,3,3,1,233,Need Attention
14446,1,60,266.84000000000003,3,3,3,3,333,Loyal Customers
14447,19,20,344.0,3,3,3,3,333,Loyal Customers
14448,365,4,12.0,1,1,1,2,111,At Risk
14449,19,34,158.56,3,3,2,3,332,Loyal Customers
14450,181,6,80.55,1,2,2,1,122,Need Attention
14451,61,17,94.84,2,3,2,1,232,Need Attention
14452,11,8,35.91,3,2,1,0,321,Potential Loyalist
14453,191,5,34.43,1,1,1,2,111,At Risk
14456,6,188,636.6599999999999,3,3,3,3,333,Loyal Customers
14459,156,6,227.60000000000002,1,2,2,1,122,Need Attention
14461,149,26,340.41999999999996,1,3,3,1,133,Need Attention
14462,67,38,309.34000000000003,2,3,3,1,233,Need Attention
14463,206,1,76.32000000000001,1,1,1,2,111,At Risk
14465,247,23,134.35,1,3,2,1,132,Need Attention
14466,30,10,408.29999999999995,2,2,3,0,223,Potential Loyalist
14467,18,10,50.65,3,2,1,0,321,Potential Loyalist
14470,12,11,109.04,3,2,2,0,322,Potential Loyalist
14472,104,54,365.22999999999985,1,3,3,1,133,Need Attention
14473,283,1,85.0,1,1,2,2,112,At Risk
14474,47,2,32.3,2,1,1,2,211,At Risk
14475,72,8,252.84999999999997,2,2,3,1,223,Need Attention
14476,258,4,55.75,1,1,1,2,111,At Risk
14477,51,1,179.0,2,1,2,2,212,At Risk
14479,254,2,48.4,1,1,1,2,111,At Risk
14481,165,3,54.800000000000004,1,1,1,2,111,At Risk
14482,19,26,253.60999999999999,3,3,3,3,333,Loyal Customers
14484,51,3,78.2,2,1,2,2,212,At Risk
14485,39,11,39.71,2,2,1,0,221,Potential Loyalist
14487,27,29,223.15000000000003,3,3,2,3,332,Loyal Customers
14488,68,12,188.48000000000002,2,2,2,1,222,Need Attention
14489,208,4,52.5,1,1,1,2,111,At Risk
14491,176,3,50.15,1,1,1,2,111,At Risk
14493,8,24,465.48,3,3,3,3,333,Loyal Customers
14494,26,1,30.0,3,1,1,2,311,At Risk
14495,122,1,19.799999999999997,1,1,1,2,111,At Risk
14496,312,3,50.97,1,1,1,2,111,At Risk
14497,310,6,105.96000000000001,1,2,2,1,122,Need Attention
14498,43,34,441.07,2,3,3,3,233,Loyal Customers
14499,27,41,165.94999999999996,3,3,2,3,332,Loyal Customers
14501,184,4,93.18,1,1,2,1,112,Need Attention
14502,20,127,444.1799999999998,3,3,3,3,333,Loyal Customers
14503,4,29,786.1100000000001,3,3,3,3,333,Loyal Customers
14504,48,21,121.83000000000003,2,3,2,1,232,Need Attention
14505,18,152,1150.38,3,3,3,3,333,Loyal Customers
14506,18,57,353.57999999999987,3,3,3,3,333,Loyal Customers
14507,41,24,333.16,2,3,3,3,233,Loyal Customers
14508,23,14,83.96,3,2,2,0,322,Potential Loyalist
14511,12,20,315.64000000000004,3,3,3,3,333,Loyal Customers
14512,188,5,75.35000000000001,1,1,1,1,111,Need Attention
14513,207,2,53.65,1,1,1,2,111,At Risk
14514,62,11,125.08000000000001,2,2,2,1,222,Need Attention
14515,18,18,365.97999999999996,3,3,3,3,333,Loyal Customers
14517,34,5,75.95,2,1,1,0,211,Potential Loyalist
14518,65,5,64.09,2,1,1,2,211,At Risk
14520,2,1,62.400000000000006,3,1,1,0,311,Potential Loyalist
14522,93,3,189.42000000000002,1,1,2,1,112,Need Attention
14523,109,2,22.4,1,1,1,2,111,At Risk
14524,32,28,293.96,2,3,3,3,233,Loyal Customers
14525,20,57,728.6799999999998,3,3,3,3,333,Loyal Customers
14527,3,187,1628.8800000000015,3,3,3,3,333,Loyal Customers
14528,38,4,150.24,2,1,2,0,212,Potential Loyalist
14529,61,42,122.15000000000003,2,3,2,1,232,Need Attention
14530,26,53,742.5799999999998,3,3,3,3,333,Loyal Customers
14532,237,7,96.45,1,2,2,1,122,Need Attention
14533,25,12,447.06000000000006,3,2,3,0,323,Potential Loyalist
14534,3,108,1082.4999999999998,3,3,3,3,333,Loyal Customers
14535,61,75,711.72,2,3,3,3,233,Loyal Customers
14536,260,2,59.5,1,1,1,2,111,At Risk
14537,58,3,100.68,2,1,2,2,212,At Risk
14538,65,2,32.7,2,1,1,2,211,At Risk
14539,16,5,114.00000000000001,3,1,2,0,312,Potential Loyalist
14540,10,15,200.32,3,2,2,0,322,Potential Loyalist
14541,169,25,299.6399999999999,1,3,3,1,133,Need Attention
14543,31,13,546.43,2,2,3,3,223,Loyal Customers
14544,25,24,406.79999999999995,3,3,3,3,333,Loyal Customers
14546,6,70,503.69999999999976,3,3,3,3,333,Loyal Customers
14547,4,79,1008.0100000000003,3,3,3,3,333,Loyal Customers
14548,318,2,326.4,1,1,3,1,113,Need Attention
14549,312,8,40.080000000000005,1,2,1,2,121,At Risk
14550,11,8,103.81,3,2,2,0,322,Potential Loyalist
14551,205,2,27.64,1,1,1,2,111,At Risk
14552,152,9,31.119999999999994,1,2,1,2,121,At Risk
14553,20,18,166.84,3,3,2,0,332,Potential Loyalist
14554,11,53,709.0799999999999,3,3,3,3,333,Loyal Customers
14555,303,3,32.45,1,1,1,2,111,At Risk
14557,86,5,260.46000000000004,2,1,3,1,213,Need Attention
14560,8,14,338.96,3,2,3,0,323,Potential Loyalist
14561,76,9,140.60999999999999,2,2,2,1,222,Need Attention
14562,4,95,1040.9799999999993,3,3,3,3,333,Loyal Customers
14565,96,29,725.87,1,3,3,1,133,Need Attention
14567,57,4,176.4,2,1,2,1,212,Need Attention
14569,2,2,4.15,3,1,1,0,311,Potential Loyalist
14570,281,8,49.6,1,2,1,1,121,Need Attention
14572,41,57,451.38,2,3,3,3,233,Loyal Customers
14573,180,24,140.95000000000002,1,3,2,1,132,Need Attention
14577,13,21,162.32,3,3,2,0,332,Potential Loyalist
14578,4,5,59.03,3,1,1,0,311,Potential Loyalist
14581,17,5,57.95000000000001,3,1,1,0,311,Potential Loyalist
14582,41,2,21.459999999999997,2,1,1,2,211,At Risk
14583,6,62,173.88,3,3,2,3,332,Loyal Customers
14584,170,11,113.52000000000001,1,2,2,1,122,Need Attention
14585,51,7,38.51,2,2,1,2,221,At Risk
14586,277,4,34.44,1,1,1,2,111,At Risk
14587,19,59,204.11999999999995,3,3,2,3,332,Loyal Customers
14591,16,37,190.34999999999997,3,3,2,3,332,Loyal Customers
14592,36,29,82.97999999999999,2,3,2,0,232,Potential Loyalist
14593,22,32,223.35999999999999,3,3,2,3,332,Loyal Customers
14594,8,4,28.979999999999997,3,1,1,0,311,Potential Loyalist
14595,25,17,297.47,3,3,3,0,333,Potential Loyalist
14597,12,8,138.92,3,2,2,0,322,Potential Loyalist
14598,45,11,51.03,2,2,1,0,221,Potential Loyalist
14600,306,7,123.75000000000003,1,2,2,1,122,Need Attention
14601,11,1,35.400000000000006,3,1,1,2,311,At Risk
14603,275,1,509.99999999999994,1,1,3,1,113,Need Attention
14606,2,512,2353.5899999999992,3,3,3,3,333,Loyal Customers
14607,19,15,3195.06,3,2,3,3,323,Loyal Customers
14608,5,6,580.6,3,2,3,0,323,Potential Loyalist
14616,243,1,158.4,1,1,2,2,112,At Risk
14618,10,2,60.0,3,1,1,0,311,Potential Loyalist
14619,246,3,51.900000000000006,1,1,1,2,111,At Risk
14620,206,5,76.46000000000001,1,1,1,1,111,Need Attention
14621,2,23,499.53999999999996,3,3,3,3,333,Loyal Customers
14622,185,6,64.7,1,2,1,1,121,Need Attention
14623,33,31,176.87,2,3,2,0,232,Potential Loyalist
14624,58,1,15.600000000000001,2,1,1,2,211,At Risk
14625,197,8,145.60000000000002,1,2,2,1,122,Need Attention
14626,24,25,491.59999999999997,3,3,3,3,333,Loyal Customers
14628,92,8,153.03,1,2,2,1,122,Need Attention
14629,5,25,131.26000000000002,3,3,2,0,332,Potential Loyalist
14631,51,12,325.84,2,2,3,1,223,Need Attention
14632,263,1,15.9,1,1,1,2,111,At Risk
14633,267,4,82.45,1,1,2,2,112,At Risk
14636,37,6,127.80000000000001,2,2,2,0,222,Potential Loyalist
14638,51,3,113.99000000000001,2,1,2,1,212,Need Attention
14639,53,36,609.3100000000001,2,3,3,3,233,Loyal Customers
14640,25,21,497.7400000000001,3,3,3,3,333,Loyal Customers
14641,22,3,59.75999999999999,3,1,1,0,311,Potential Loyalist
14643,171,2,29.72,1,1,1,2,111,At Risk
14644,68,6,146.3,2,2,2,1,222,Need Attention
14645,157,8,127.19,1,2,2,1,122,Need Attention
14647,202,7,120.35000000000001,1,2,2,1,122,Need Attention
14649,5,36,265.56999999999994,3,3,3,3,333,Loyal Customers
14651,68,24,136.02,2,3,2,1,232,Need Attention
14652,78,4,13.79,2,1,1,2,211,At Risk
14653,2,39,344.5199999999999,3,3,3,3,333,Loyal Customers
14655,9,4,162.2,3,1,2,0,312,Potential Loyalist
14656,170,17,65.89,1,3,1,1,131,Need Attention
14657,18,25,162.22000000000003,3,3,2,0,332,Potential Loyalist
14658,6,6,39.09,3,2,1,0,321,Potential Loyalist
14659,9,40,402.6099999999999,3,3,3,3,333,Loyal Customers
14660,87,6,31.47,2,2,1,2,221,At Risk
14662,29,28,116.83000000000001,2,3,2,0,232,Potential Loyalist
14664,20,22,106.72,3,3,2,0,332,Potential Loyalist
14665,61,19,404.41999999999996,2,3,3,1,233,Need Attention
14666,25,3,34.3,3,1,1,2,311,At Risk
14667,11,105,1810.2900000000002,3,3,3,3,333,Loyal Customers
14669,242,44,306.58999999999986,1,3,3,1,133,Need Attention
14670,281,30,138.18,1,3,2,1,132,Need Attention
14672,235,15,179.50000000000003,1,2,2,1,122,Need Attention
14673,4,10,167.25,3,2,2,0,322,Potential Loyalist
14675,17,22,108.7,3,3,2,0,332,Potential Loyalist
14676,32,9,765.96,2,2,3,3,223,Loyal Customers
14680,72,38,3439.9399999999996,2,3,3,3,233,Loyal Customers
14681,212,1,340.0,1,1,3,2,113,At Risk
14682,202,1,20.8,1,1,1,2,111,At Risk
14684,26,92,336.77000000000004,3,3,3,3,333,Loyal Customers
14687,107,2,49.8,1,1,1,2,111,At Risk
14688,8,53,836.0499999999996,3,3,3,3,333,Loyal Customers
14689,209,3,17.7,1,1,1,2,111,At Risk
14690,45,12,99.68,2,2,2,1,222,Need Attention
14691,31,13,469.0900000000001,2,2,3,3,223,Loyal Customers
14692,138,11,97.85,1,2,2,1,122,Need Attention
14693,265,2,134.1,1,1,2,2,112,At Risk
14696,5,24,411.4,3,3,3,3,333,Loyal Customers
14697,219,5,29.089999999999996,1,1,1,2,111,At Risk
14698,2,37,252.57000000000002,3,3,3,3,333,Loyal Customers
14699,215,3,39.45,1,1,1,2,111,At Risk
14700,33,27,581.3299999999999,2,3,3,3,233,Loyal Customers
14701,11,77,630.5200000000002,3,3,3,3,333,Loyal Customers
14702,2,66,716.2500000000001,3,3,3,3,333,Loyal Customers
14703,15,5,68.53,3,1,1,0,311,Potential Loyalist
14704,20,89,323.3199999999997,3,3,3,3,333,Loyal Customers
14708,3,4,185.99999999999997,3,1,2,0,312,Potential Loyalist
14709,16,36,918.9500000000003,3,3,3,3,333,Loyal Customers
14710,15,24,91.86,3,3,2,0,332,Potential Loyalist
14711,11,69,615.3200000000004,3,3,3,3,333,Loyal Customers
14712,30,6,393.9,2,2,3,0,223,Potential Loyalist
14713,10,54,368.67999999999984,3,3,3,3,333,Loyal Customers
14714,25,1,11.6,3,1,1,2,311,At Risk
14715,25,18,192.68,3,3,2,0,332,Potential Loyalist
14716,44,17,122.19000000000001,2,3,2,1,232,Need Attention
14719,2,40,261.2899999999999,3,3,3,3,333,Loyal Customers
14720,6,6,83.10000000000001,3,2,2,0,322,Potential Loyalist
14722,148,5,29.150000000000002,1,1,1,2,111,At Risk
14723,11,54,195.57999999999996,3,3,2,3,332,Loyal Customers
14725,25,14,216.8,3,2,2,0,322,Potential Loyalist
14727,275,4,135.2,1,1,2,1,112,Need Attention
14730,2,91,431.3599999999999,3,3,3,3,333,Loyal Customers
14731,48,12,117.42999999999998,2,2,2,1,222,Need Attention
14732,9,35,621.5000000000001,3,3,3,3,333,Loyal Customers
14733,17,40,1874.3799999999997,3,3,3,3,333,Loyal Customers
14735,4,33,932.0899999999999,3,3,3,3,333,Loyal Customers
14737,4,7,516.75,3,2,3,0,323,Potential Loyalist
14738,43,2,14.86,2,1,1,2,211,At Risk
14739,20,10,579.6,3,2,3,3,323,Loyal Customers
14740,198,17,329.7,1,3,3,1,133,Need Attention
14741,12,15,402.46,3,2,3,3,323,Loyal Customers
14744,17,4,107.95,3,1,2,0,312,Potential Loyalist
14745,113,16,324.87,1,3,3,1,133,Need Attention
14747,250,3,55.599999999999994,1,1,1,2,111,At Risk
14748,30,10,149.95,2,2,2,0,222,Potential Loyalist
14752,44,2,260.64,2,1,3,1,213,Need Attention
14753,88,5,100.30000000000001,2,1,2,1,212,Need Attention
14754,45,9,159.28000000000003,2,2,2,1,222,Need Attention
14755,10,42,912.8700000000001,3,3,3,3,333,Loyal Customers
14756,16,6,100.77999999999999,3,2,2,0,322,Potential Loyalist
14757,76,4,93.92,2,1,2,1,212,Need Attention
14758,145,19,406.99999999999994,1,3,3,1,133,Need Attention
14759,5,32,524.0,3,3,3,3,333,Loyal Customers
14760,298,2,43.599999999999994,1,1,1,2,111,At Risk
14761,335,1,10.2,1,1,1,2,111,At Risk
14762,264,3,27.96,1,1,1,2,111,At Risk
14765,30,8,52.82,2,2,1,0,221,Potential Loyalist
14766,9,21,445.71999999999997,3,3,3,3,333,Loyal Customers
14768,18,2,89.10000000000001,3,1,2,0,312,Potential Loyalist
14769,3,233,2220.1600000000003,3,3,3,3,333,Loyal Customers
14770,233,12,195.66000000000003,1,2,2,1,122,Need Attention
14772,113,3,47.25,1,1,1,2,111,At Risk
14775,59,13,196.62000000000003,2,2,2,1,222,Need Attention
14776,52,27,565.3199999999999,2,3,3,3,233,Loyal Customers
14778,128,11,226.06000000000003,1,2,2,1,122,Need Attention
14779,324,6,67.65,1,2,1,1,121,Need Attention
14780,55,7,123.22,2,2,2,1,222,Need Attention
14782,320,1,25.200000000000003,1,1,1,2,111,At Risk
14784,27,2,30.0,3,1,1,2,311,At Risk
14788,8,4,94.60000000000001,3,1,2,0,312,Potential Loyalist
14790,29,3,30.66,2,1,1,2,211,At Risk
14793,22,2,23.2,3,1,1,2,311,At Risk
14794,3,12,204.06,3,2,2,0,322,Potential Loyalist
14795,167,1,23.85,1,1,1,2,111,At Risk
14796,2,217,1434.5800000000008,3,3,3,3,333,Loyal Customers
14798,53,3,46.72,2,1,1,2,211,At Risk
14799,52,1,5.8,2,1,1,2,211,At Risk
14800,48,57,586.0,2,3,3,3,233,Loyal Customers
14801,62,13,41.65,2,2,1,1,221,Need Attention
14803,163,14,221.25,1,2,2,1,122,Need Attention
14804,9,2,73.1,3,1,1,0,311,Potential Loyalist
14805,16,13,169.6,3,2,2,0,322,Potential Loyalist
14806,76,4,70.14,2,1,1,2,211,At Risk
14808,40,30,336.47999999999996,2,3,3,3,233,Loyal Customers
14810,41,49,416.13,2,3,3,3,233,Loyal Customers
14815,37,6,86.52,2,2,2,0,222,Potential Loyalist
14817,201,14,237.04000000000002,1,2,2,1,122,Need Attention
14818,74,13,224.53,2,2,2,1,222,Need Attention
14819,65,3,83.85,2,1,2,2,212,At Risk
14820,22,4,60.45,3,1,1,0,311,Potential Loyalist
14823,181,16,78.43,1,3,2,1,132,Need Attention
14824,11,4,122.46000000000001,3,1,2,0,312,Potential Loyalist
14825,24,15,338.15000000000003,3,2,3,0,323,Potential Loyalist
14828,197,2,275.40000000000003,1,1,3,1,113,Need Attention
14829,30,6,110.36,2,2,2,0,222,Potential Loyalist
14830,54,8,18.369999999999997,2,2,1,2,221,At Risk
14834,18,14,300.0999999999999,3,2,3,0,323,Potential Loyalist
14837,90,22,353.9,2,3,3,1,233,Need Attention
14841,54,29,640.6100000000001,2,3,3,3,233,Loyal Customers
14842,44,27,474.0799999999999,2,3,3,3,233,Loyal Customers
14844,64,24,987.9700000000001,2,3,3,3,233,Loyal Customers
14847,149,4,79.69999999999999,1,1,2,2,112,At Risk
14849,22,57,1175.3699999999997,3,3,3,3,333,Loyal Customers
14850,312,3,45.1,1,1,1,2,111,At Risk
14851,24,5,57.24000000000001,3,1,1,0,311,Potential Loyalist
14852,59,37,693.49,2,3,3,3,233,Loyal Customers
14853,25,2,191.7,3,1,2,0,312,Potential Loyalist
14854,79,25,430.4999999999999,2,3,3,1,233,Need Attention
14855,120,5,113.60000000000001,1,1,2,1,112,Need Attention
14856,37,10,244.77,2,2,3,1,223,Need Attention
14857,60,12,234.35,2,2,2,1,222,Need Attention
14859,13,10,217.22000000000006,3,2,2,0,322,Potential Loyalist
14860,20,1,40.56,3,1,1,2,311,At Risk
14862,26,8,151.89999999999998,3,2,2,0,322,Potential Loyalist
14863,30,4,86.88,2,1,2,0,212,Potential Loyalist
14866,39,19,4053.98,2,3,3,3,233,Loyal Customers
14867,186,9,202.98000000000002,1,2,2,1,122,Need Attention
14868,4,38,793.0600000000003,3,3,3,3,333,Loyal Customers
14869,9,9,70.22,3,2,1,0,321,Potential Loyalist
14870,262,5,87.6,1,1,2,1,112,Need Attention
14871,4,18,104.27000000000002,3,3,2,0,332,Potential Loyalist
14873,211,5,114.5,1,1,2,1,112,Need Attention
14875,108,7,126.75,1,2,2,1,122,Need Attention
14878,37,22,369.5100000000001,2,3,3,3,233,Loyal Customers
14880,78,10,146.13,2,2,2,1,222,Need Attention
14881,20,4,67.92,3,1,1,0,311,Potential Loyalist
14882,27,3,207.9,3,1,2,0,312,Potential Loyalist
14883,40,7,101.82999999999998,2,2,2,0,222,Potential Loyalist
14885,132,5,325.2,1,1,3,1,113,Need Attention
14886,253,4,68.1,1,1,1,2,111,At Risk
14888,208,4,67.8,1,1,1,2,111,At Risk
14889,337,3,42.3,1,1,1,2,111,At Risk
14890,254,1,15.0,1,1,1,2,111,At Risk
14891,149,6,83.34,1,2,2,1,122,Need Attention
14893,12,8,110.64,3,2,2,0,322,Potential Loyalist
14894,86,4,152.76,2,1,2,1,212,Need Attention
14895,8,107,2194.1000000000004,3,3,3,3,333,Loyal Customers
14896,205,1,13.5,1,1,1,2,111,At Risk
14897,8,10,214.64,3,2,2,0,322,Potential Loyalist
